Walls,Value,Queens:
4611686018427420672,8,1188985504251644032
4611686018427404288,8,10376294675370738752
4611686018427396096,9,594479686333006112
4611686018427392000,9,9304445635905192976
4611686018427389952,9,9296573397897584648
4611686018427388928,9,9371995223678787844
4611686018427388416,8,1188985504251643905
4611686018427388160,8,576746762803351553
4611686018427388032,8,9372061197664264200
4611686018427387968,8,9304445635905192960
4611686018427387936,8,162147728544505860
4611686018427387920,8,1161093145690440
4611686018427387912,8,1153493390239990080
4611686018427387908,8,2308097282995683345
4611686018427387906,8,9304445635905192960
4611686018427387905,8,76702068663910920
3458764513820540928,8,9297751817167437840
2882303761517117440,8,4686136218520388640
2594073385365405696,8,5260204914559157280
2449958197289549824,8,10449477310318387200
2377900603251621888,8,1170938239645745160
2341871806232657920,9,9520618414797766658
2323857407723175936,9,4904422743006513184
2314850208468434944,8,10376575050835821600
2310346608841064448,9,1189240847642657296
2308094809027379200,9,612775492138960928
2306968909120536576,9,324575866916966404
2306405959167115264,8,9376498827601641474
2306124484190404608,9,4685997682169283616
2305983746702049280,9,10377420680466663488
2305913377957871616,9,4900373800278818824
2305878193585782784,9,9376495798711223312
2305860601399738368,9,4904560740421075216
2305851805306716160,9,4758194843453228048
2305847407260205056,9,1154083722799088704
2305845208236949504,9,162148297612462082
2305844108725321728,9,4900233062786367496
2305843558969507840,9,9372061197672652808
2305843284091600896,9,594476817797234704
2305843146652647424,9,4686030614376222722
2305843077933170688,9,9516176390104285456
2305843043573432320,9,9800413348498507808
2305843026393563136,9,9371995227973754884
2305843017803628544,9,153127064692592642
2305843013508661248,9,4900233062786367496
2305843011361177600,9,5188433194055107088
2305843010287435776,9,5765734662072713224
2305843009750564864,9,4686031146441507872
2305843009482129408,9,612494017196720416
2305843009347911680,9,5188432781227622408
2305843009280802816,9,297239845313986564
2305843009247248384,9,4899919143912342032
2305843009230471168,9,10377420576313647106
2305843009222082560,9,9520612086430924808
2305843009217888256,9,5188147939005957184
2305843009215791104,9,153123761997225992
2305843009214742528,9,1170938137044648976
2305843009214218240,9,577094139796070408
2305843009213956096,9,153127060397687824
2305843009213825024,9,153127060397690882
2305843009213759488,8,4611976300236637185
2305843009213726720,8,9516108212194509184
2305843009213710336,9,5188850595628585024
2305843009213702144,9,594479686333006112
2305843009213698048,9,9800131865447777296
2305843009213696000,9,297246377942991368
2305843009213694976,9,9799837324681416964
2305843009213694464,8,5188850526908850178
2305843009213694208,8,5764616325571806209
2305843009213694080,8,9520618683248939010
2305843009213694016,8,1188959103087681540
2305843009213693984,8,10377420815791562760
2305843009213693968,8,4686031146441507840
2305843009213693960,8,1153062276492690465
2305843009213693956,8,9224515528966539330
2305843009213693954,8,4616194020941496840
2305843009213693953,8,577094139745673220
1729382256910270464,8,9516108211678087200
1441151880758558720,8,5188432644299293200
1297036692682702848,8,9871907984508978240
1224979098644774912,8,324268244160479760
1188950301625810944,9,9808980735565038608
1170935903116328960,9,4904422743006513184
1161928703861587968,9,2918333727841067012
1157425104234217472,8,9800131856358704160
1155173304420532224,9,612775492138960928
1154047404513689600,9,4904706417522901504
1153484454560268288,9,2452280372289998852
1153202979583557632,9,4685998161595008016
1153062242095202304,9,9520612086430924808
1152991873351024640,9,5188850595628585024
1152956688978935808,9,9808844456252743682
1152939096792891392,9,4904560740421075216
1152930300699869184,9,2882660072045936648
1152925902653358080,9,297248845417681024
1152923703630102528,9,2485992766878908432
1152922604118474752,9,4900233062786367496
1152922054362660864,9,4904560736126140418
1152921779484753920,9,5188850595628585024
1152921642045800448,9,9520609895997579272
1152921573326323712,9,9224515812684013576
1152921538966585344,9,9223943924703313928
1152921521786716160,9,5188433193544451104
1152921513196781568,9,2485991671662252032
1152921508901814272,9,4900233062786367496
1152921506754330624,9,9520612086430924808
1152921505680588800,9,4612257904077312064
1152921505143717888,9,2307039314389762592
1152921504875282432,9,612494017196720416
1152921504741064704,9,2918337026375944193
1152921504673955840,9,297239845313986564
1152921504640401408,9,4904422743539712512
1152921504623624192,9,2452211646639374656
1152921504615235584,9,9520612086430924808
1152921504611041280,9,4612847111573145664
1152921504608944128,9,4612847111573151752
1152921504607895552,9,76702068731154436
1152921504607371264,9,9516108246037825568
1152921504607109120,9,2630102186817884164
1152921504606978048,9,146402722085683202
1152921504606912512,9,2379096880635183376
1152921504606879744,9,2594425299953387648
1152921504606863360,9,5188850595628585024
1152921504606855168,9,4904422193248634912
1152921504606851072,9,9516108212194525456
1152921504606849024,9,2308097283197272328
1152921504606848000,9,2594075655256162564
1152921504606847488,8,4900338675799293954
1152921504606847232,9,2630104415788339201
1152921504606847104,8,4900057140925898760
1152921504606847040,8,2449959571821691920
1152921504606847008,8,594475159939777680
1152921504606846992,8,4613938986505740420
1152921504606846984,8,4686031146441507840
1152921504606846980,8,4904422743522934785
1152921504606846978,8,2306970558656546880
1152921504606846977,8,2308165184214142980
864691128455135232,8,9299935567053586440
720575940379279360,8,1226105138138187840
648518346341351424,8,2452210546927222785
612489549322387456,9,9520618414797766658
594475150812905472,9,4904422743006513184
585467951558164480,9,2486022183043743752
580964351930793984,9,1189240847642657296
578712552117108736,8,9520618683248939010
577586652210266112,9,1477189478234718784
577023702256844800,9,1315053326722728992
576742227280134144,9,1261016697125609476
576601489791778816,9,9372061197672652808
576531121047601152,9,1243002568200691714
576495936675512320,9,9520618683251032592
576478344489467904,9,4904422743522935056
576469548396445696,9,4758089307648983048
576465150349934592,9,1459168514798584864
576462951326679040,9,1333101791839127552
576461851815051264,9,1261016697125609476
576461302059237376,9,9520612086179725328
576461027181330432,9,4755836957828333584
576460889742376960,9,2485988368834364432
576460821022900224,9,4760309345912127496
576460786663161856,9,74379850642753568
576460769483292672,9,2630104450194278464
576460760893358080,9,1153625333853848072
576460756598390784,9,2452211646639374656
576460754450907136,9,2485991667375538448
576460753377165312,9,4612257904077312064
576460752840294400,9,9520612086430894112
576460752571858944,9,1333066864227517456
576460752437641216,9,9516108246037825568
576460752370532352,9,1459168514798584864
576460752336977920,9,1315052210033264642
576460752320200704,9,4685997682169283616
576460752311812096,9,2594425299953387648
576460752307617792,9,4612847111573145664
576460752305520640,9,9520611811557181472
576460752304472064,9,2380222842676580356
576460752303947776,9,9516108246037825568
576460752303685632,9,9227880039898030084
576460752303554560,9,4899918664471480322
576460752303489024,9,2379096882641109256
576460752303456256,9,2594425299953387648
576460752303439872,8,1315052210033264640
576460752303431680,9,4686030596685726752
576460752303427584,9,1153519657186525456
576460752303425536,9,9296573397897584648
576460752303424512,9,292804353249542404
576460752303424000,9,1315052210033264642
576460752303423744,9,2630104415788339201
576460752303423616,8,1261043098289571840
576460752303423552,8,1153238164026951810
576460752303423520,8,1226105138138187840
576460752303423504,8,2379096882641109000
576460752303423496,8,2308095979406114820
576460752303423492,8,1242993497229762570
576460752303423490,8,1297177465604539425
576460752303423489,8,9371991959503118340
432345564227567616,8,9296573397897584640
360287970189639680,8,9224499173746819080
324259173170675712,9,9372061227687092228
306244774661193728,8,4760445681074978816
297237575406452736,9,2342157749049231392
292733975779082240,9,1262151662668095496
290482175965396992,9,612775492138960928
289356276058554368,8,4614360099461268480
288793326105133056,9,738595286725689632
288511851128422400,9,1226106237649815616
288371113640067072,9,2485991667375538448
288300744895889408,9,666550886830441504
288265560523800576,9,2306199321848186912
288247968337756160,9,1243002432833851396
288239172244733952,9,2452211371761500168
288234774198222848,9,1226245771473723394
288232575174967296,9,4758194860498878992
288231475663339520,9,657666292748190736
288230925907525632,9,657666351845868608
288230651029618688,9,4612847661320570944
288230513590665216,9,4686031146441507872
288230444871188480,9,2306142360113020936
288230410511450112,9,738595286959589408
288230393331580928,9,2306986784908706944
288230384741646336,9,738591988190807072
288230380446679040,9,657666292748190736
288230378299195392,9,2485991667375538448
288230377225453568,9,4613938988655313984
288230376688582656,9,657666352911221792
288230376420147200,9,1153493390307901441
288230376285929472,9,9225626310905241608
288230376218820608,9,9371995227973754884
288230376185266176,9,2379096882641109512
288230376168488960,9,4685997682169283616
288230376160100352,8,1261043098289602560
288230376155906048,9,2450028600418897984
288230376153808896,9,4686031146441507872
288230376152760320,9,1226245873613279296
288230376152236032,9,577094139796070408
288230376151973888,9,1225014301271162884
288230376151842816,9,153127060397690882
288230376151777280,9,2379096882641109256
288230376151744512,8,2452280367995162752
288230376151728128,8,1315052210033264640
288230376151719936,9,594479686333006112
288230376151715840,9,1153519657186525456
288230376151713792,9,1224988169691210248
288230376151712768,9,1153519657186525444
288230376151712256,9,1315052210033264642
288230376151712000,8,4758054125158006785
288230376151711872,8,9299935567053588480
288230376151711808,8,1315052210033264640
288230376151711776,8,594492760197726210
288230376151711760,8,2379026778178981890
288230376151711752,8,648536488320958500
288230376151711748,8,612493947905904705
288230376151711746,8,4760309753932941345
288230376151711745,8,4686136218520388640
216172782113783808,8,577094088726155265
180143985094819840,8,9304577585889935376
162129586585337856,8,4686031146444653568
153122387330596864,9,2342170882522497032
148618787703226368,9,1262151662668095496
146366987889541120,9,657666301338583568
145241087982698496,9,324549719187522064
144678138029277184,8,2380222842676576260
144396663052566528,9,657526713869141056
144255925564211200,8,684565285306368544
144185556820033536,9,1243002568200691714
144150372447944704,9,585613156886323202
144132780261900288,9,1243002432833851396
144123984168878080,9,585609806010647048
144119586122366976,9,396325838248739344
144117387099111424,8,4614079723996185600
144116287587483648,9,364861942990536736
144115737831669760,9,657666351845868608
144115462953762816,9,4616194570689446464
144115325514809344,9,4686031146441507872
144115256795332608,9,1170944841011430016
144115222435594240,9,9223943924703313928
144115205255725056,9,2379026786768913424
144115196665790464,9,1153625333853848072
144115192370823168,9,364794318617053216
144115190223339520,9,657666351845868608
144115189149597696,9,1170938241793212424
144115188612726784,9,4686031146441507872
144115188344291328,9,74379833497355296
144115188210073600,9,1153238199423238148
144115188142964736,9,369303976275087424
144115188109410304,9,2379096882641109512
144115188092633088,9,4685997682169283616
144115188084244480,8,4613973552403580032
144115188080050176,9,4612847111573145664
144115188077953024,9,288547585529088032
144115188076904448,9,1170938137044648976
144115188076380160,9,577094139796070408
144115188076118016,9,9225626310638896144
144115188075986944,9,2379096882641109512
144115188075921408,9,2379096880635183376
144115188075888640,8,4613973552403580032
144115188075872256,8,4614078624484557888
144115188075864064,9,594479686333006112
144115188075859968,9,1153519657186525456
144115188075857920,9,9296573397897584648
144115188075856896,9,292804353249542404
144115188075856384,8,4614078624484557825
144115188075856128,8,648659221306413057
144115188075856000,8,288582290739693600
144115188075855936,8,9304445635905192960
144115188075855904,8,1154048643611887680
144115188075855888,8,4613938368031491105
144115188075855880,8,9011872313475090
144115188075855876,8,306253577197715490
144115188075855874,8,2306986512044015625
144115188075855873,8,297378317462405640
108086391056891904,8,9224499311427985416
90071992547409920,8,1189522322617278465
81064793292668928,9,2342157749049231392
76561193665298432,9,1189240847642657296
74309393851613184,9,612775492138960928
73183493944770560,9,324575866916966404
72620543991349248,8,4614360099461268480
72339069014638592,8,594476800348921860
72198331526283264,8,9232388307105615874
72127962782105600,9,4612398639418183744
72092778410016768,9,2307056880790276097
72075186223972352,9,292806578451517441
72066390130950144,9,585609806010647048
72061992084439040,9,292806577923325984
72059793061183488,9,162148297612462082
72058693549555712,8,162134124219334920
72058143793741824,8,9227946014361518344
72057868915834880,9,4612847661320570944
72057731476881408,9,2306424105542353952
72057662757404672,9,148759697007317056
72057628397666304,9,4613939005801629698
72057611217797120,9,306254125073571844
72057602627862528,9,146402726380584962
72057598332895232,8,4613939467543118849
72057596185411584,8,1188959372672245761
72057595111669760,9,4612257904077312064
72057594574798848,9,2307039314389762592
72057594306363392,9,4616194021075718146
72057594172145664,9,1153238199423238148
72057594105036800,9,297239845313986564
72057594071482368,9,153263143089865232
72057594054705152,8,148689160817877000
72057594046316544,8,4613973552403580032
72057594042122240,9,4612847111573145664
72057594040025088,9,4612847111573151752
72057594038976512,9,1170938137044648976
72057594038452224,9,9225624953632720928
72057594038190080,9,9225626310638896144
72057594038059008,9,153127060397690882
72057594037993472,8,9223943788270977312
72057594037960704,8,162134124219334920
72057594037944320,8,1170937037532955712
72057594037936128,9,2308097283197272352
72057594037932032,9,292736725095563536
72057594037929984,9,2308097283197272328
72057594037928960,9,1153519657186525444
72057594037928448,8,4614078624484557825
72057594037928192,8,1154048643611901953
72057594037928064,8,4612952664681029640
72057594037928000,8,4505936160884865
72057594037927968,8,1170937021957408770
72057594037927952,8,4611690487340927010
72057594037927944,8,9224515528966539330
72057594037927940,8,162134124219334920
72057594037927938,8,4611694823387176965
72057594037927937,8,148689190832316420
54043195528445952,8,9224005424347357192
45035996273704960,8,9223794283717329952
40532396646334464,9,1171226313772634116
38280596832649216,9,595056242725494788
37154696925806592,9,9228508959550218248
36591746972385280,8,9223662447511093252
36310271995674624,8,73201361042808833
36169534507319296,8,9224499311193104392
36099165763141632,9,4612398639418183744
36063981391052800,9,585613224569737217
36046389205008384,9,1154189379086991376
36037593111986176,9,9227947139139641348
36033195065475072,9,292806577923325984
36030996042219520,9,162148297612462082
36029896530591744,8,1153238199389224962
36029346774777856,8,9225626310636830736
36029071896870912,9,4612847661320570944
36028934457917440,9,2306424105542353952
36028865738440704,9,1170944843090890756
36028831378702336,9,577041861915983873
36028814198833152,9,306254125073571844
36028805608898560,9,9223943926782758976
36028801313931264,8,81073599050417153
36028799166447616,8,1153343751469401120
36028798092705792,9,9225694212392095808
36028797555834880,9,81205600608329732
36028797287399424,9,9227946040148103170
36028797153181696,9,90080928295027208
36028797086072832,9,9224499175894302728
36028797052518400,9,148759560642109442
36028797035741184,8,148689160878686468
36028797027352576,8,1170938138646873120
36028797023158272,9,4616194020942021184
36028797021061120,9,76631571544940552
36028797020012544,9,9223671378931646468
36028797019488256,9,9225626310638927888
36028797019226112,9,9224515539687245888
36028797019095040,9,146402722085683202
36028797019029504,8,292736725095563265
36028797018996736,8,2306986776201790080
36028797018980352,8,9223794283717329952
36028797018972160,9,2308097283197272352
36028797018968064,9,1153519657186525456
36028797018966016,9,9225626585984484368
36028797018964992,9,1153519657186525444
36028797018964480,8,9227875645617341760
36028797018964224,8,4613940567557080065
36028797018964096,8,1153211915263164420
36028797018964032,8,9223380838316646532
36028797018964000,8,9224515531095214146
36028797018963984,9,9225626585720160548
36028797018963976,9,9225626585720160548
36028797018963972,8,9224516078720256066
36028797018963970,8,577164577201197120
36028797018963969,8,297240049324949520
27021597764222976,9,2342170882522497032
22517998136852480,9,1189240847642657296
20266198323167232,9,613070108662695968
19140298416324608,9,329044256901840904
18577348462903296,8,9225975749144477700
18295873486192640,8,1188959102083007040
18155135997837312,9,333268642315714568
18084767253659648,9,4612398639418183744
18049582881570816,9,2306199321848186912
18031990695526400,9,1189240847642657296
18023194602504192,9,182430973643735048
18018796555993088,9,324575866916966404
18016597532737536,9,613070108662694432
18015498021109760,9,324549719137190416
18014948265295872,9,2344124776425078788
18014673387388928,9,4612847661320570944
18014535948435456,9,2342997989743657232
18014467228958720,9,4612952801985773584
18014432869220352,9,324268252867854608
18014415689351168,9,109230166617890824
18014407099416576,9,1153625333853848072
18014402804449280,9,324549719137190416
18014400656965632,9,1189522322625667073
18014399583223808,9,4613938988655313984
18014399046352896,9,4612257904077312064
18014398777917440,9,4612813157466914824
18014398643699712,9,4612257904077312064
18014398576590848,9,4614008257887863044
18014398543036416,9,328765006202012192
18014398526259200,8,9224005424339034120
18014398517870592,8,2341874280150864000
18014398513676288,9,4612847111573145664
18014398511579136,9,2342157749049231392
18014398510530560,9,1189240847642657296
18014398510006272,9,328765006202013728
18014398509744128,9,110373392426864644
18014398509613056,9,4613940292411031584
18014398509547520,8,9223688705066139908
18014398509514752,8,333266647437611136
18014398509498368,8,4612257901929828416
18014398509490176,9,2342157749049231392
18014398509486080,9,4612813157433360904
18014398509484032,9,612788625612226568
18014398509483008,9,324575866916966404
18014398509482496,8,4616191954537941120
18014398509482240,8,1189522053040971777
18014398509482112,8,621501146661392385
18014398509482048,8,4611976564375294082
18014398509482016,9,4616194020941496904
18014398509482000,9,4616194020941496904
18014398509481992,8,577041844735640640
18014398509481988,8,4612389724123299857
18014398509481986,8,4612319354850115601
18014398509481985,8,189155857408262160
13510798882111488,9,2342157749049231392
11258999068426240,9,613070108662695968
10133099161583616,9,329044256901840904
9570149208162304,9,2342157749049231392
9288674231451648,9,92326541677102096
9147936743096320,9,1189522322625667073
9077567998918656,9,2342157749049231392
9042383626829824,9,2306199321848186912
9024791440785408,9,2308132742451167492
9015995347763200,9,2344159924327546884
9011597301252096,9,2343016672715350024
9009398277996544,9,2307005743028635712
9008298766368768,9,2342157749049231392
9007749010554880,9,2342157749049231392
9007474132647936,9,2342157749049231392
9007336693694464,9,1190111421338296322
9007267974217728,9,1172063042122285576
9007233614479360,9,9223943924703313928
9007216434610176,9,2307004137516106768
9007207844675584,9,613070108662694432
9007203549708288,9,324549719137190416
9007201402224640,9,310751123605029248
9007200328482816,9,1171226313772646404
9007199791611904,9,2343032925962895392
9007199523176448,9,2306194923870750722
9007199388958720,9,2342157749049231392
9007199321849856,9,2307039314389762592
9007199288295424,9,2341874280219804176
9007199271518208,9,2342999080665350416
9007199263129600,9,1172063042121369728
9007199258935296,9,2342157749049231392
9007199256838144,9,2342157749049231392
9007199255789568,9,2308129997967200260
9007199255265280,9,2306194887839846402
9007199255003136,9,2344158794717728772
9007199254872064,9,146402722085683202
9007199254806528,9,2342157749049231392
9007199254773760,9,310751123605029248
9007199254757376,9,2308097283197272352
9007199254749184,9,2342157749049231392
9007199254745088,9,2306986776201798272
9007199254743040,9,2308097283197272352
9007199254742016,9,292804353249542404
9007199254741504,9,2342157749049231392
9007199254741248,9,2342157749049231392
9007199254741120,9,2342170882522497032
9007199254741056,9,2342170882522497032
9007199254741024,9,2342170882522497032
9007199254741008,9,2343015306917578817
9007199254741000,9,2344158794713534532
9007199254740996,9,2342170882522497032
9007199254740994,9,2344126080016711697
9007199254740993,9,2342170882522497032
6755399441055744,9,1189240847642657296
5629499534213120,9,1171226313772634116
5066549580791808,9,1189240847642657296
4785074604081152,9,1171507655606273056
4644337115725824,9,2344124776425078788
4573968371548160,9,1171507654532531232
4538783999459328,9,1154189379086991376
4521191813414912,9,1189266995372101636
4512395720392704,9,1172063040008388616
4507997673881600,10,1172080514050295810
4505798650626048,9,1171507655606273056
4504699138998272,9,92326541677102096
4504149383184384,9,1190077575964139528
4503874505277440,9,4612847661320570944
4503737066323968,9,2342435099850645512
4503668346847232,9,1189266995372101636
4503633987108864,9,4613939005801629698
4503616807239680,9,1172062936936488964
4503608217305088,10,1171507793044312068
4503603922337792,9,1189240847642657296
4503601774854144,9,1190077575964139528
4503600701112320,10,1172063042155855880
4503600164241408,9,1172061942644212000
4503599895805952,9,1189531118779499536
4503599761588224,10,1171226313840656904
4503599694479360,10,1172062939076625440
4503599660924928,9,1171507655606273056
4503599644147712,9,594774227102532736
4503599635759104,9,2344126080014712848
4503599631564800,9,2306476396706334784
4503599629467648,9,595056243245122592
4503599628419072,9,595056243245122576
4503599627894784,9,1153493390241038600
4503599627632640,9,4612952664548901904
4503599627501568,9,1172079397358864386
4503599627436032,9,1172063040008356224
4503599627403264,9,1189240847642657296
4503599627386880,9,595056243245122624
4503599627378688,9,9232950987525719072
4503599627374592,9,2343015307049779216
4503599627372544,9,1171507655606273056
4503599627371520,9,324575866916966404
4503599627371008,9,1153519657186525456
4503599627370752,9,1189266995372101636
4503599627370624,9,1171507655606273056
4503599627370560,9,1171507655606273056
4503599627370528,9,1172061940496728456
4503599627370512,9,1189530848198656036
4503599627370504,9,1154065271611728001
4503599627370500,9,1189240847642657296
4503599627370498,9,1171226313772634116
4503599627370497,9,1189240847642657296
3377699720527872,9,324575866916966404
2814749767106560,9,612775492138960928
2533274790395904,9,595056242725494788
2392537302040576,9,1189522322625667073
2322168557862912,9,612788625612226568
2286984185774080,10,586180572548960320
2269391999729664,9,1154189379086991376
2260595906707456,9,595056242725494788
2256197860196352,9,1172062936936488964
2253998836940800,9,585609806010647048
2252899325313024,9,4616475495918207496
2252349569499136,9,613070108662695968
2252074691592192,10,595056259909027872
2251937252638720,9,9232669790649189392
2251868533161984,9,595056243245122576
2251834173423616,9,297246650814959618
2251816993554432,9,293156222641636384
2251808403619840,9,612775492138960928
2251804108652544,9,594774227102532736
2251801961168896,9,612788625612226568
2251800887427072,9,1170938241793212424
2251800350556160,10,586171708810469380
2251800082120704,10,613070109195911184
2251799947902976,9,594765422226579464
2251799880794112,9,612775492138960928
2251799847239680,10,586171657270854160
2251799830462464,9,585890173686973456
2251799822073856,9,586171657254109200
2251799817879552,9,586039697630040128
2251799815782400,9,153123761997225992
2251799814733824,9,595038118491980048
2251799814209536,9,1171507653533245448
2251799813947392,9,306247008589513744
2251799813816320,9,1172061813762754562
2251799813750784,9,612775492138960928
2251799813718016,9,612788625612226568
2251799813701632,9,586171708793226304
2251799813693440,9,2342157749049231392
2251799813689344,9,594476267773003808
2251799813687296,9,585608706243707408
2251799813686272,9,594479686333006088
2251799813685760,9,594479686333006088
2251799813685504,9,586171656200785921
2251799813685376,9,612775492138960928
2251799813685312,9,613070108662695968
2251799813685280,9,586039697629777988
2251799813685264,9,612788625612226568
2251799813685256,9,585476757315912833
2251799813685252,9,586171657254076433
2251799813685250,9,585476757315912833
2251799813685249,9,612788625612226568
1688849860263936,9,324549719187522064
1407374883553280,8,81066167824811024
1266637395197952,9,324575866916966404
1196268651020288,9,4614079723996185664
1161084278931456,9,9232950987525719072
1143492092887040,9,293160656084008992
1134695999864832,9,585894563144008208
1130297953353728,9,297248845417681024
1128098930098176,9,293020399095513664
1126999418470400,9,297528121371136128
1126449662656512,9,9228508959550218248
1126174784749568,9,297659856625090564
1126037345796096,9,297528129952416784
1125968626319360,9,306535604613547024
1125934266580992,9,297246655236014344
1125917086711808,9,293020398629423106
1125908496777216,9,324549719187522064
1125904201809920,9,324575866916966404
1125902054326272,9,297659796730183688
1125900980584448,9,288582231147167752
1125900443713536,9,324575866916966404
1125900175278080,9,4616476041371189776
1125900041060352,9,2308446654963909128
1125899973951488,9,297523519330713604
1125899940397056,9,577094088742928912
1125899923619840,9,324575866916966404
1125899915231232,9,324575866916966404
1125899911036928,9,595056243245122624
1125899908939776,9,288547585529088032
1125899907891200,9,1170938137044648976
1125899907366912,9,292738923719952416
1125899907104768,9,146507794166645824
1125899906973696,9,613070108662694432
1125899906908160,9,2308728132088135681
1125899906875392,9,324575866916966404
1125899906859008,9,297242248465190914
1125899906850816,9,4614360099461268512
1125899906846720,9,1153519657186525456
1125899906844672,9,324549719187522064
1125899906843648,9,324575866916966404
1125899906843136,9,1171507653533245442
1125899906842880,9,324575866916966404
1125899906842752,9,324549719187522064
1125899906842688,9,324575866916966404
1125899906842656,9,292804353650327944
1125899906842640,9,324575866916966404
1125899906842632,9,306535595755307044
1125899906842628,9,324549719187522064
1125899906842626,9,324575866916966404
1125899906842625,9,324549719187522064
844424930131968,8,74311868021506080
703687441776640,9,2342170884133109768
633318697598976,9,148760660136960002
598134325510144,9,2342170882522497032
580542139465728,9,1189240847642657296
571746046443520,9,612775492138960928
567347999932416,9,1154083722799088704
565148976676864,9,148760660136960002
564049465049088,9,2308446659190853636
563499709235200,9,2342170884133109768
563224831328256,9,1171226313772646404
563087392374784,9,1189266995372098592
563018672898048,9,146368654873870352
562984313159680,9,612788625612226568
562967133290496,9,612775492138967044
562958543355904,9,153127064692592642
562954248388608,9,293156222624858656
562952100904960,8,4614360099461268480
562951027163136,9,1171226313772646404
562950490292224,9,585890232780456992
562950221856768,9,162147198117611522
562950087639040,9,162134124252889352
562950020530176,9,162147198117611522
562949986975744,9,162147198117611522
562949970198528,9,594774227102532736
562949961809920,8,4614360099461268480
562949957615616,9,148689160819966528
562949955518464,9,153127060297490433
562949954469888,9,153127060397690882
562949953945600,9,148689190832578562
562949953683456,9,292804348954705924
562949953552384,9,146402722085683202
562949953486848,8,293085828626776448
562949953454080,8,9232669516842927232
562949953437696,8,4614360099461268480
