Walls,Value,Queens:
10376293541461623808,9,4758054655853076484
10376293541461623296,8,4900197940424869890
10376293541461623040,9,2630104415788339201
10376293541461622912,8,90090134523355140
10376293541461622848,8,2308165182134682240
10376293541461622816,8,297246382237958145
10376293541461622800,8,2305845278030692740
10376293541461622792,8,4616194020530487330
10376293541461622788,8,4612284169950101520
10376293541461622786,8,297240049576149000
10376293541461622785,8,612507158709273120
10088063165309911040,8,162147728544505860
9943947977234055168,8,2594143758538903680
9817847187667681280,9,4904422743522951169
9808839988412940288,9,2342157749049231392
9804336388785569792,9,1477471223727260176
9802084588971884544,8,1242995833683607560
9800958689065041920,9,1477497371523809284
9800395739111620608,9,1315053427721570432
9800114264134909952,9,2379044645117624896
9799903157902376960,9,4614079723996185664
9799867973530288128,9,2306199321848186912
9799850381344243712,9,4904560740421075216
9799841585251221504,9,4758194843585617928
9799837187204710400,9,1477189478234718784
9799834988181454848,9,4755806843648868872
9799833888669827072,9,4685997682169283616
9799833064036106240,9,4900233612546279424
9799832926597152768,9,2594425299953387552
9799832857877676032,9,1441160956293054496
9799832823517937664,9,324268252867854608
9799832806338068480,9,2306986784908706944
9799832797748133888,9,1153625333853848072
9799832793453166592,9,4900233062786367496
9799832791305682944,9,2485991667375538448
9799832790231941120,9,2450028572544352264
9799832789695070208,9,2630104450148075552
9799832789426634752,9,1261016966703874576
9799832789292417024,9,2380222842743554568
9799832789225308160,9,2630104415788339204
9799832789191753728,9,2379096882641109512
9799832789174976512,9,4685997682169283616
9799832789166587904,9,4904560736126140418
9799832789162393600,9,4616194020942021184
9799832789160296448,9,74345128018314272
9799832789159247872,9,4904560731714224656
9799832789158723584,9,2452280367996207368
9799832789158461440,9,4900057140793771024
9799832789158330368,9,153127060397690882
9799832789158264832,9,2630104415788339201
9799832789158232064,9,2594425299953387648
9799832789158215680,8,1315052210033264640
9799832789158207488,9,4904422193248634912
9799832789158203392,9,1153519657186525456
9799832789158201344,9,4904560735990325768
9799832789158200320,9,1153519657186525444
9799832789158199808,9,1315052210033264642
9799832789158199552,9,2630104415788339201
9799832789158199424,8,1226105138138187840
9799832789158199360,8,2379096880635183120
9799832789158199328,8,1226105138138187840
9799832789158199312,8,1297177465604539425
9799832789158199304,8,1226105138138187840
9799832789158199300,8,2306987051079696960
9799832789158199298,8,1333100674140932160
9799832789158199297,8,297240049576149000
9655717601082343424,8,577094088726155265
9529616811515969536,8,4688387958309389312
9520609612261228544,9,2342170882522497032
9516106012633858048,9,1189266995372101636
9513854212820172800,9,657666301338583568
9512728312913330176,8,4760445548048155680
9512165362959908864,9,738595286725689632
9511883887983198208,9,1226106372983103496
9511672781750665216,9,666550886830441504
9511637597378576384,9,585613224569737217
9511620005192531968,9,1333100678436896776
9511611209099509760,9,738608480847929348
9511606811052998656,9,1226140217325388864
9511604612029743104,9,2485992766878908432
9511603512518115328,9,1243002297617752066
9511602687884394496,9,4612847661320570944
9511602550445441024,9,1333100709507302432
9511602481725964288,9,2306142360113020936
9511602447366225920,9,666550886826778628
9511602430186356736,9,4760309758362125344
9511602421596422144,9,1315052210033264642
9511602417301454848,9,657666300285292546
9511602414080229376,9,4612257904077312064
9511602413543358464,9,4760306043217543172
9511602413274923008,9,657525615423915136
9511602413140705280,9,594492760732992128
9511602413073596416,9,4758193761253851424
9511602413040041984,9,162147198117611522
9511602413023264768,9,2452211646639374656
9511602413014876160,8,76702068663910920
9511602413010681856,9,4612847111573145664
9511602413008584704,9,1261043097220024352
9511602413007536128,9,1243002432833851396
9511602413007011840,9,577094139796070408
9511602413006749696,9,4612952664548901904
9511602413006618624,9,2379096882641109512
9511602413006553088,9,2452211646639374656
9511602413006520320,8,4755942081447596160
9511602413006503936,8,1315052210033264640
9511602413006495744,9,1225014301270640672
9511602413006491648,9,2452211646371742736
9511602413006489600,9,2308097283197272328
9511602413006488576,9,2452280367995162884
9511602413006488064,9,1315052210033264642
9511602413006487808,8,657666292748125185
9511602413006487680,8,148689160817877000
9511602413006487616,8,576760369759141890
9511602413006487584,8,2308097558079078660
9511602413006487568,8,4573972800897060
9511602413006487560,8,577164577201197120
9511602413006487556,8,648536488320959520
9511602413006487554,8,1153493525606703105
9511602413006487553,8,1154048643611887680
9385501623440113664,8,4688387950655053826
9376494424185372672,9,2342170882522497032
9371990824558002176,9,1171507655606273056
9369739024744316928,9,612788625612226568
9368613124837474304,9,324549719187522064
9368050174884052992,8,2379096908410913280
9367768699907342336,9,1226106237649815616
9367557593674809344,9,4614079723996185664
9367522409302720512,9,585613156886323202
9367504817116676096,9,292806578451517441
9367496021023653888,9,657666301338583568
9367491622977142784,9,1154083706651150464
9367489423953887232,8,577041844735640640
9367488324442259456,9,364794318617053216
9367487499808538624,9,4612847661320570944
9367487362369585152,9,4686031146441507872
9367487293650108416,9,1170944841011430016
9367487259290370048,9,577041861915983873
9367487242110500864,9,378311714582561824
9367487233520566272,9,1153625333853848072
9367487229225598976,9,369297643362877456
9367487226004373504,9,1170938241793212424
9367487225467502592,9,2307039314389762592
9367487225199067136,9,364794319133491216
9367487225064849408,9,594492760732992128
9367487224997740544,9,2379096880635187204
9367487224964186112,9,2379096882641109512
9367487224947408896,9,378305118015586576
9367487224934825984,9,4616194020942021184
9367487224932728832,9,2308097558079340832
9367487224931680256,9,2380222842676580356
9367487224931155968,9,364792119711369248
9367487224930893824,9,4612952664548901904
9367487224930762752,9,2379096882641109512
9367487224930697216,9,2379096880635183376
9367487224930664448,8,2341874280150864000
9367487224930648064,8,2307039312242279040
9367487224930639872,9,2308097283197272352
9367487224930635776,9,292804353249542416
9367487224930633728,9,1224988169691210248
9367487224930632704,9,1153519657186525444
9367487224930632192,8,2380155151915679746
9367487224930631936,8,657666283122197505
9367487224930631808,8,577094088726155265
9367487224930631744,8,306247523708766240
9367487224930631712,8,1154048643611887680
9367487224930631696,8,4613938368031491105
9367487224930631688,8,9011872313475090
9367487224930631684,8,292736725095563265
9367487224930631682,8,2306986512044015625
9367487224930631681,8,576760369759141890
9313444029402185728,8,4612284171007066128
9304436830147444736,9,2342157749049231392
9299933230520074240,9,1189240847642657296
9295499999636881408,9,4614079723996185664
9295464815264792576,9,585613224569737217
9295447223078748160,9,1154189379086991376
9295429905770610688,9,594493301881635904
9295429768331657216,9,297246655244148737
9295429699612180480,9,2306987059924961281
9295429631966445568,9,4612257904077312064
9295429631429574656,9,2307039314389762592
9295429631161139200,9,1154048643646373896
9295429630896898048,9,4612847111573145664
9295429630894800896,9,153123761997225992
9295429630893752320,9,1170938137044648976
9295429630892720128,8,1170937037532955712
9295429630892711936,9,2308097283197272352
9295429630892707840,9,2306987051079713296
9295429630892703872,8,306247523977658640
9295429630892703808,8,297246382237958145
9295429630892703776,8,4613940567557080080
9295429630892703760,8,1153203117093814920
9250393634618998784,9,2342170882522497032
9245890034991628288,9,1189240847642657296
9243638235177943040,9,612788625612226568
9242512335271100416,9,324549719187522064
9241949385317679104,8,612507158709273120
9241667910340968448,8,112592190781522208
9241421619736346624,9,2306564293274895392
9241404027550302208,9,4612042331061880864
9241395231457280000,9,613070108662695968
9241390833410768896,9,324549719187522064
9241388634387513344,9,4614079723996185664
9241387534875885568,9,324549719137190416
9241386504083734528,9,1189240847642657296
9241386469723996160,9,4612847661320570944
9241386452544126976,9,612775492138967044
9241386443954192384,9,4612319359145083400
9241386439659225088,9,324549719137190416
9241386435498475520,9,4612813157466914824
9241386435431366656,9,4612284171023843344
9241386435397812224,9,613070108662694432
9241386435381035008,8,1188985490360057864
9241386435364519936,9,324575866916966404
9241386435364388864,9,4613940292411031584
9241386435364323328,8,2342434760619458820
9241386435364258304,8,2343015307049713665
9241386435364258048,8,333275168536281089
9241386435364257793,8,1189240847642657280
9236882835736887296,9,2342170882522497032
9234631035923202048,9,612788625612226568
9233505136016359424,9,2342157749049231392
9232942186062938112,9,2342170882522497032
9232660711086227456,9,92326541677102096
9232449604853694464,9,595056243245122624
9232414420481605632,9,2342157749049231392
9232396828295561216,9,1154189379086991376
9232388032202539008,9,2308167447663870212
9232383634156027904,9,2308167447663870212
9232381435132772352,9,2342170882522497032
9232380335621144576,9,594774227102532736
9232379510987423744,9,2306424105542353952
9232379373548470272,9,2344158795788190752
9232379304828993536,9,90090152206533136
9232379270469255168,9,2342157749049231392
9232379253289385984,9,2343032934535069712
9232379244699451392,9,2342157749049231392
9232379240404484096,9,2342157749049231392
9232379237183258624,9,19141537549008904
9232379236646387712,9,2343032925962895392
9232379236377952256,9,2342452352805507076
9232379236243734528,9,2307004128943407632
9232379236176625664,9,324575866916966404
9232379236143071232,9,2341874280219804176
9232379236126294016,9,2342999080665350416
9232379236113711104,9,2342157749049231392
9232379236111613952,9,2342157749049231392
9232379236110565376,9,2308129997967200260
9232379236110041088,9,306535595755309088
9232379236109778944,9,4612952664548901904
9232379236109647872,9,19157901341952002
9232379236109582336,9,2342157749049231392
9232379236109533184,9,2308097283197272352
9232379236109524992,9,2306441148908995616
9232379236109520896,9,2306970148219666952
9232379236109518848,9,594479686333006088
9232379236109517824,9,2342170882522497032
9232379236109517312,9,1171507653533245442
9232379236109517056,9,2342157749049231392
9232379236109516864,9,2342157749049231392
9232379236109516832,9,2307004127877533762
9232379236109516816,9,2307004127877533762
9232379236109516808,9,2342157749049231392
9232379236109516804,9,2308097282997780497
9232379236109516802,9,2343015306917578817
9232379236109516801,9,2342170882522497032
9230127436295831552,9,1171226313772634116
9229001536388988928,9,1171226313772634116
9228438586435567616,9,164383035935039492
9228157111458856960,9,1171507655606273056
9227910820854235136,9,585894699546447872
9227893228668190720,9,1189240847642657296
9227884432575168512,9,1170954614143453186
9227880034528657408,10,1172080514050295810
9227877835505401856,9,1189266995372101636
9227876735993774080,9,92326541677102096
9227875911360053248,9,1171226313772646404
9227875773921099776,9,2344125874862883872
9227875705201623040,9,2306423843428270096
9227875670841884672,9,1189522322686476560
9227875653662015488,9,1170944843090890756
9227875645072080896,10,1171507793044312068
9227875640777113600,9,585754099501240321
9227875637555888128,10,1172063042155855880
9227875637019017216,9,1154048643646373896
9227875636750581760,9,586171708793226256
9227875636616364032,10,1171226313840656904
9227875636549255168,10,1172062939076625440
9227875636515700736,9,164383035935039492
9227875636498923520,9,585754099501240321
9227875636486340608,9,4612847111573145664
9227875636484243456,9,1171507788750258464
9227875636483194880,9,595056243245122576
9227875636482670592,9,613070108662695968
9227875636482408448,9,91216034430197764
9227875636482277376,9,1172079397358864386
9227875636482211840,9,1189266995372101636
9227875636482162688,9,1153502321758536736
9227875636482154496,9,595056243245122592
9227875636482150400,9,1153502321758536720
9227875636482148352,9,1153519657186525456
9227875636482147328,9,324575866916966404
9227875636482146816,9,1153493390239994176
9227875636482146560,9,1171226313772634116
9227875636482146368,9,1171226311625150596
9227875636482146336,9,1189266995372101636
9227875636482146320,9,1171507655606273056
9227875636482146312,9,1189530860949342241
9227875636482146308,9,1189240847642657296
9227875636482146306,9,1189266995372101636
9227875636482146305,9,1189240847642657296
9226749736575303680,9,324575866916966404
9226186786621882368,9,612788625612226568
9225905311645171712,9,595056242725494788
9225659021040549888,10,586180572548960320
9225641428854505472,9,585613155846586688
9225632632761483264,9,613070108662695968
9225628234714972160,9,324575866916966404
9225626035691716608,9,148760660136960002
9225624936180088832,9,297528121379262466
9225623974107414528,9,577041861399545888
9225623905387937792,9,595056243245122576
9225623871028199424,9,595047446632472580
9225623853848330240,9,109230166617890824
9225623845258395648,9,1189522053041102852
9225623840963428352,9,595056242725494788
9225623837742202880,9,1170938241793212424
9225623837205331968,10,586171708810469380
9225623836936896512,10,613070109195911184
9225623836802678784,9,594765422226579464
9225623836735569920,9,585753894408683524
9225623836702015488,10,586171657270854160
9225623836685238272,9,594774227102532736
9225623836672655360,9,586039697630040128
9225623836670558208,9,586171656197128208
9225623836669509632,9,577094139796070408
9225623836668985344,9,613070108662695968
9225623836668723200,9,612775492138960928
9225623836668592128,9,153127060397690882
9225623836668526592,9,612775492138960928
9225623836668477440,9,594492760197728258
9225623836668469248,9,594492760197728288
9225623836668465152,9,586171708793226256
9225623836668463104,9,585890232776802312
9225623836668462080,9,91216034430197764
9225623836668461568,9,1172062936936488962
9225623836668461312,9,595056242725494788
9225623836668461120,9,585758232291574928
9225623836668461088,9,612788625612226568
9225623836668461072,9,594765971907018788
9225623836668461064,9,594765971907018788
9225623836668461060,9,612775492138960928
9225623836668461058,9,585476757315912833
9225623836668461057,9,613070108662695968
9225060886715039744,9,324549719187522064
9224779411738329088,8,146437425420378240
9224533121133707264,9,9719820245536832
9224515528947662848,9,293160656084008992
9224506732854640640,9,585613091526414338
9224502334808129536,9,324575866916966404
9224500135784873984,9,146508893644653632
9224499036273246208,9,293156222624858656
9224498074200571904,9,297242317092298760
9224498005481095168,9,324575866916966404
9224497971121356800,9,297528130212724744
9224497953941487616,9,324549719187522064
9224497945351553024,9,146437378645561472
9224497941056585728,9,324575866916966404
9224497937298489344,9,81205600608329732
9224497937030053888,9,2308446723615363076
9224497936895836160,9,90080928295027208
9224497936828727296,9,297523519330713604
9224497936795172864,9,292736724646234114
9224497936778395648,9,297523723341692929
9224497936765812736,9,293085828627054600
9224497936763715584,9,293020398562445344
9224497936762667008,9,297659856625090564
9224497936762142720,9,292738923719952416
9224497936761880576,9,146507794166645824
9224497936761749504,9,324575866916966404
9224497936761683968,9,324549719187522064
9224497936761634816,9,324575866916966404
9224497936761626624,9,293020399095513664
9224497936761622528,9,1153519657186525456
9224497936761620480,9,297378330091995664
9224497936761619456,9,306249722497605892
9224497936761618944,9,297527857213882370
9224497936761618688,9,586171656200785921
9224497936761618496,9,324549719187522064
9224497936761618464,9,297242044319991874
9224497936761618448,9,292804348952608804
9224497936761618440,9,324575866916966404
9224497936761618436,9,297242044319991874
9224497936761618434,9,324549719187522064
9224497936761618433,9,324549719187522064
9224216461784907776,8,74311868021506080
9223970171180285952,9,148760660136960002
9223952578994241536,9,1171226313772634116
9223943782901219328,9,612775492138960928
9223939384854708224,9,1154083706651150464
9223937185831452672,9,148760660136960002
9223936086319824896,9,297659792439116296
9223935124247150592,9,297246655244148737
9223935055527673856,9,2307268260019601416
9223935021167935488,9,81073872996140048
9223935003988066304,9,153127064692592642
9223934995398131712,9,153127064692592642
9223934991103164416,9,324549719137190416
9223934987345068032,9,2307039314389762592
9223934987076632576,9,1189240847642657296
9223934986942414848,9,306535595755309088
9223934986875305984,9,162147198117611522
9223934986841751552,9,162147198117611522
9223934986824974336,9,594774227102532736
9223934986810294272,9,76631571544940552
9223934986809245696,9,4616475491623764496
9223934986808721408,9,146437375963301889
9223934986808459264,9,292804348954705924
9223934986808328192,9,146402722085683202
9223934986808262656,8,148619922648604674
9223934986808213504,8,2307039312242279040
9223934986808205312,9,594774218011345952
9223934986808201216,9,4616476041371189776
9223934986808199168,9,612788625612226568
9223934986808198144,9,324575866916966404
9223934986808197632,8,73218687183620160
9223934986808197376,8,297659787909271553
9223934986808197184,8,146437360928825476
9223934986808197152,8,162147178788692100
9223934986808197136,8,162147178788692100
9223934986808197128,9,146402722084634642
9223934986808197124,9,146402722084634642
9223934986808197122,8,180148384215205921
9223934986808197121,8,594492760197726210
9223688696203575296,9,81214464330043456
9223671104017530880,9,74380930868846596
9223662307924508672,9,585609806010647048
9223657909877997568,9,81076063303897216
9223655710854742016,9,162148297612462082
9223654611343114240,8,577094088726155265
9223653649270439936,9,2306424105542353952
9223653580550963200,9,148759697007317056
9223653546191224832,9,577041861915983873
9223653529011355648,9,76702072958878216
9223653520421421056,9,1153493529901670402
9223653516126453760,8,2341874039636627460
9223653512368357376,9,2307039314389762592
9223653512099921920,9,1153493390307901441
9223653511965704192,9,146402722353055808
9223653511898595328,9,297239845313986564
9223653511865040896,9,76563942532450306
9223653511848263680,8,73184730929955080
9223653511833583616,9,153123761997225992
9223653511832535040,9,76631566847188996
9223653511832010752,9,577094139796070408
9223653511831748608,9,2341876208712683524
9223653511831617536,9,153127060397690882
9223653511831552000,8,2306987051079712769
9223653511831494656,9,594479686333006112
9223653511831490560,9,292804353249542416
9223653511831488512,9,594479686333006088
9223653511831487488,9,76631566779949576
9223653511831486976,8,74450131377718560
9223653511831486720,8,1170937021957408770
9223653511831486528,8,81205549035160080
9223653511831486496,8,73183633531342913
9223653511831486480,9,76631566838824996
9223653511831486472,9,76631566838824996
9223653511831486468,8,73201088278366274
9223653511831486466,8,73201635920715777
9223424813412909056,9,585613224569737217
9223416017319886848,9,585609857313276992
9223411619273375744,9,306256319801983264
9223409420250120192,9,585613224569737217
9223408320738492416,9,585613156886323202
9223407289946341376,9,2307056878777040912
9223407255586603008,9,2308167447663870212
9223407238406733824,9,4648876967461384
9223407229816799232,9,2306199321848186912
9223407225521831936,9,585609857313276992
9223407221361082368,10,2308167447730980865
9223407221293973504,9,2307056878777008388
9223407221260419072,9,2307039314389762592
9223407221243641856,9,2308166348152242436
9223407221227126784,9,585613156886316064
9223407221226995712,9,585613156886323202
9223407221226930176,9,2306199321848186912
9223407221226865152,9,148760660136960002
9223407221226864896,9,585609857313276992
9223407221226864641,9,2308167447663870212
9223398425133842432,9,292806578451517441
9223394027087331328,9,292806578451517441
9223391828064075776,9,148765160323022864
9223390728552448000,9,576887500291706881
9223389766479773696,9,1188994286454063106
9223389697760296960,9,4616334895457898496
9223389663400558592,9,1153634129942691848
9223389646220689408,9,4616334895390654984
9223389637630754816,9,153127064692592642
9223389633335787520,9,2307040411761246736
9223389629577691136,9,1188994287459770372
9223389629309255680,9,292876982084436240
9223389629175037952,9,2308167447728883713
9223389629107929088,9,292736210252890144
9223389629074374656,10,292806578468291088
9223389629057597440,9,153264259764126736
9223389629042917376,9,2306199321848186912
9223389629041868800,9,4616332623288467728
9223389629041344512,9,148690290327429128
9223389629041082368,9,1154083688674363456
9223389629040951296,9,297380546298777602
9223389629040885760,9,148763928607334401
9223389629040828416,9,1153528440395138080
9223389629040824320,9,1170937020076427296
9223389629040822272,9,576535587855540488
9223389629040821248,9,2308167378942562564
9223389629040820736,9,1153519657186525456
9223389629040820480,9,1154189379086991376
9223389629040820256,9,1188994286386024516
9223389629040820240,9,292736724830783521
9223389629040820232,9,4616191851983012881
9223389629040820228,9,292736725095563281
9223389629040820226,9,292736724830783521
9223389629040820225,9,1154189379086991376
9223385230994309120,9,585609806010647048
9223383031971053568,9,153264241783079432
9223381932459425792,9,2308167445581465728
9223380901667274752,9,594494409983132176
9223380867307536384,9,577041861915983873
9223380850127667200,9,162134126433959944
9223380841537732608,9,146403821563166724
9223380837242765312,9,576887500291706881
9223380833484668928,9,585608698844480528
9223380833216233472,9,4616194021075718146
9223380833082015744,9,2308165184282165768
9223380833014906880,9,2306987875863889024
9223380832981352448,9,146403821797640256
9223380832964575232,9,2306146749334978561
9223380832949895168,9,74345128018314272
9223380832948846592,9,585613087231512578
9223380832948322304,9,2308166313791717378
9223380832948060160,9,4612952664548901904
9223380832947929088,9,2308097283197337608
9223380832947863552,9,148763927671472416
9223380832947806208,9,2307039312242311712
9223380832947802112,9,146437425420380288
9223380832947800064,9,146368362415424528
9223380832947799040,9,2308167413302300676
9223380832947798528,9,74347327074076674
9223380832947798272,9,2307040411770716161
9223380832947798048,9,2308165182134682248
9223380832947798032,9,2308165182134682248
9223380832947798024,9,2308167445581465728
9223380832947798020,9,594497690801342498
9223380832947798018,9,2308167413302038533
9223380832947798017,9,2308167445581465728
9223378633924542464,9,148760660136960002
9223377534412914688,9,81076063303897216
9223376503620763648,9,1154048796359918088
9223376469261025280,9,146402739214630928
9223376452081156096,9,306254125073571844
9223376443491221504,9,162148297612462082
9223376439196254208,9,594493859709353986
9223376435169722368,10,1154083723865490560
9223376435035504640,9,72068864376053768
9223376434968395776,9,297248845417681024
9223376434934841344,10,324270443250844176
9223376434918064128,9,1154189276947423234
9223376434903384064,9,2308097558079340832
9223376434902335488,9,73218695773687872
9223376434901811200,9,2307040413884613128
9223376434901549056,9,577164508533949504
9223376434901417984,9,162148297612462082
9223376434901352448,9,1154083706651150464
9223376434901295104,9,1154083706651150464
9223376434901291008,9,612508258736816656
9223376434901288960,9,2307040413884613128
9223376434901287936,9,297248845417681024
9223376434901287424,9,148760660136960002
9223376434901287168,9,292806577923325984
9223376434901286944,9,1154083706651150464
9223376434901286928,9,292804348952608804
9223376434901286920,9,288268309320187924
9223376434901286916,9,292876946654626849
9223376434901286914,9,324296590946734084
9223376434901286913,9,324296590946734084
9223375335389659136,8,1153625196414894600
9223374304597508096,9,4612284719705883152
9223374270237769728,9,324268252867854608
9223374253057900544,9,162134128513388548
9223374244467965952,9,153127064692592642
9223374240172998656,9,162148295481755650
9223374236146466816,9,153263143089865232
9223374236012249088,9,90080928295027208
9223374235945140224,9,153127885064900612
9223374235911585792,9,148760660136960002
9223374235894808576,9,1154189276947226626
9223374235879079936,9,76702068731154436
9223374235878555648,9,146438475472832544
9223374235878293504,9,4612952664548901904
9223374235878162432,9,146402722085683202
9223374235878096896,9,148760660136960002
9223374235878039552,9,585472354974466592
9223374235878035456,9,146403821530137616
9223374235878033408,9,146403821562643472
9223374235878032384,9,292804353249542404
9223374235878031872,9,148760660136960002
9223374235878031616,9,148760660136960002
9223374235878031392,9,146403821797638212
9223374235878031376,9,148760660136960002
9223374235878031368,9,162148297612462082
9223374235878031364,9,162148297612462082
9223374235878031362,9,577041844236452897
9223373205085880320,9,148759697007317056
9223373170726141952,9,76702072958878216
9223373153546272768,9,76702072958878216
9223373144956338176,9,1153625333853848072
9223373140661370880,8,74379781923278849
9223373136634839040,9,612494017196720416
9223373136500621312,9,90080928295027208
9223373136433512448,9,297239845313986564
9223373136399958016,9,76563942532450306
9223373136383180800,8,76563942515673089
9223373136367452160,9,1170938137044648976
9223373136366927872,9,288582290741725186
9223373136366665728,9,2341876208712683524
9223373136366534656,9,146402722085683202
9223373136366469120,8,2306142351271428098
9223373136366407680,9,576760369758946320
